Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,6.199999809265137,6.066666603088379,6.079999923706055,6.146666526794434,1075000.0,1.0592031478881836
2000-01-04,6.199999809265137,5.973333358764648,6.119999885559082,6.0333333015441895,806200.0,1.0396736860275269
2000-01-05,6.133333206176758,6.0,6.0,6.079999923706055,744200.0,1.047715663909912
2000-01-06,6.146666526794434,6.039999961853027,6.053333282470703,6.119999885559082,1078000.0,1.054608702659607
2000-01-07,6.193333148956299,6.106666564941406,6.106666564941406,6.186666488647461,1163200.0,1.0660964250564575
2000-01-10,6.159999847412109,6.0,6.159999847412109,6.086666584014893,713200.0,1.0488643646240234
2000-01-11,6.119999885559082,6.0,6.086666584014893,6.006666660308838,1180000.0,1.0350788831710815
2000-01-12,6.013333320617676,5.853333473205566,5.980000019073486,5.960000038146973,3227500.0,1.0270370244979858
2000-01-13,6.206666469573975,5.9666666984558105,5.973333358764648,6.1533331871032715,2818700.0,1.0603526830673218
2000-01-14,6.12666654586792,6.073333263397217,6.12666654586792,6.119999885559082,1577500.0,1.054608702659607
2000-01-18,6.066666603088379,5.993333339691162,6.026666641235352,6.026666641235352,1833700.0,1.0385253429412842
2000-01-19,6.106666564941406,6.026666641235352,6.026666641235352,6.079999923706055,2034200.0,1.047715663909912
2000-01-20,6.226666450500488,6.066666603088379,6.079999923706055,6.186666488647461,2671700.0,1.0660964250564575
2000-01-21,6.333333492279053,6.1533331871032715,6.239999771118164,6.166666507720947,1301200.0,1.062650203704834
2000-01-24,6.28000020980835,6.106666564941406,6.186666488647461,6.119999885559082,1238200.0,1.054608702659607
2000-01-25,6.1533331871032715,6.019999980926514,6.0933332443237305,6.0333333015441895,1046200.0,1.0396736860275269
2000-01-26,6.059999942779541,5.893333435058594,6.053333282470703,5.9666666984558105,669200.0,1.028185248374939
2000-01-27,5.946666717529297,5.853333473205566,5.933333396911621,5.9066667556762695,333700.0,1.0178465843200684
2000-01-28,5.926666736602783,5.813333511352539,5.9066667556762695,5.860000133514404,605500.0,1.0098042488098145
2000-01-31,5.973333358764648,5.760000228881836,5.87333345413208,5.9666666984558105,583000.0,1.028185248374939
2000-02-01,5.940000057220459,5.800000190734863,5.940000057220459,5.913333415985107,328000.0,1.0189951658248901
2000-02-02,6.0333333015441895,5.840000152587891,5.893333435058594,5.920000076293945,587500.0,1.0201441049575806
2000-02-03,6.133333206176758,5.893333435058594,5.893333435058594,6.046666622161865,871700.0,1.0419714450836182
2000-02-04,6.019999980926514,5.71999979019165,6.019999980926514,5.813333511352539,738700.0,1.001762866973877
2000-02-07,5.800000190734863,5.739999771118164,5.753333568572998,5.760000228881836,904500.0,0.9925728440284729
2000-02-08,5.773333549499512,5.659999847412109,5.766666889190674,5.679999828338623,513700.0,0.9787867069244385
2000-02-09,5.699999809265137,5.62666654586792,5.699999809265137,5.639999866485596,579200.0,0.9718942046165466
2000-02-10,5.773333549499512,5.639999866485596,5.639999866485596,5.639999866485596,534200.0,0.9718942046165466
2000-02-11,5.666666507720947,5.506666660308838,5.639999866485596,5.526666641235352,816200.0,0.9523642063140869
2000-02-14,5.599999904632568,5.519999980926514,5.539999961853027,5.553333282470703,527500.0,0.9569594264030457
2000-02-15,5.619999885559082,5.446666717529297,5.506666660308838,5.599999904632568,849200.0,0.9650013446807861
2000-02-16,5.579999923706055,5.453333377838135,5.566666603088379,5.460000038146973,392500.0,0.9408758878707886
2000-02-17,5.506666660308838,5.2866668701171875,5.460000038146973,5.300000190734863,853700.0,0.9133047461509705
2000-02-18,5.400000095367432,5.28000020980835,5.28000020980835,5.360000133514404,933700.0,0.9236434698104858
2000-02-22,5.426666736602783,5.326666831970215,5.426666736602783,5.37333345413208,742500.0,0.925941526889801
2000-02-23,5.413333415985107,5.193333148956299,5.306666851043701,5.353333473205566,1015000.0,0.9224951863288879
2000-02-24,5.333333492279053,4.960000038146973,5.326666831970215,5.099999904632568,1494200.0,0.8788400292396545
2000-02-25,5.12666654586792,4.960000038146973,4.960000038146973,5.026666641235352,855700.0,0.8662029504776001
2000-02-28,5.146666526794434,5.026666641235352,5.053333282470703,5.026666641235352,964500.0,0.8662029504776001
2000-02-29,5.0933332443237305,5.019999980926514,5.053333282470703,5.079999923706055,1187500.0,0.8753939867019653
2000-03-01,5.059999942779541,4.946666717529297,5.053333282470703,5.019999980926514,485500.0,0.865054726600647
2000-03-02,5.039999961853027,4.866666793823242,5.039999961853027,4.920000076293945,871700.0,0.8478226065635681
2000-03-03,4.933333396911621,4.793333530426025,4.933333396911621,4.8466668128967285,905500.0,0.8351855874061584
2000-03-06,4.820000171661377,4.693333148956299,4.820000171661377,4.760000228881836,470500.0,0.8202508091926575
2000-03-07,4.800000190734863,4.480000019073486,4.800000190734863,4.579999923706055,852000.0,0.7892332077026367
2000-03-08,4.599999904632568,4.486666679382324,4.519999980926514,4.586666584014893,693700.0,0.8477632999420166
2000-03-09,4.673333168029785,4.526666641235352,4.599999904632568,4.673333168029785,634500.0,0.8637819290161133
